tweet,date,likes,retweets
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 07:25:00,0,11
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 07:24:48,0,11
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 07:20:09,0,11
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 07:19:57,0,11
Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capital… https://t.co/1QqQNNJyfb,2020-04-23 07:16:17,15,11
"RT @aniljaindr: “PM Modi is a model for the world. 
India as world’s largest democracy is allowing the voices of the little guys to be hear…",2020-04-23 06:55:37,0,25
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 06:30:22,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 05:53:08,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 05:22:53,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 05:18:30,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 04:38:18,0,755
"@narendramodi_in @PMOIndia @MoHFW_INDIA  Sir, We Humbly Request Hon'ble PM Shri Modi Ji  to sack all those key pers… https://t.co/bjT1U7eeGe",2020-04-23 04:20:59,0,0
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 03:51:02,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 02:59:35,0,755
